,Elongation,Elongation_Temperature,Reduction of area,Reduction of area_Temperature,Ultimate tensile strength,Ultimate tensile strength_Temperature,Yield strength,Yield strength_Temperature,Acicular ferrite,Acicular ferrite_Temperature,Ferrite with carbide aggregate,Ferrite with carbide aggregate_Temperature,Ferrite with second phase,Ferrite with second phase_Temperature,Primary ferrite in microstructure,Primary ferrite in microstructure_Temperature,Martensite,Martensite_Temperature,Microstructure,50% FATT,50% FATT_Temperature,Hardness,Hardness_Temperature,Manual metal arc_Current,Manual metal arc_Electrode,Manual metal arc_Heat input,Manual metal arc_Interpass temperature,Manual metal arc_Source,Manual metal arc_Voltage,Post weld heat treatment_Post weld heat treatment temperature,Post weld heat treatment_Post weld heat treatment time,Flux cored arc_Current,Flux cored arc_Electrode,Flux cored arc_Heat input,Flux cored arc_Interpass temperature,Flux cored arc_Source,Flux cored arc_Voltage,Submerged arc_Current,Submerged arc_Electrode,Submerged arc_Heat input,Submerged arc_Interpass temperature,Submerged arc_Source,Submerged arc_Voltage,Gas tungsten arc automatic_Current,Gas tungsten arc automatic_Electrode,Gas tungsten arc automatic_Heat input,Gas tungsten arc automatic_Interpass temperature,Gas tungsten arc automatic_Source,Gas tungsten arc automatic_Voltage,Gas metal arc automatic_Current,Gas metal arc automatic_Electrode,Gas metal arc automatic_Heat input,Gas metal arc automatic_Interpass temperature,Gas metal arc automatic_Source,Gas metal arc automatic_Voltage,Tandem submerged Arc_Current,Tandem submerged Arc_Electrode,Tandem submerged Arc_Heat input,Tandem submerged Arc_Interpass temperature,Tandem submerged Arc_Source,Tandem submerged Arc_Voltage,extr,C,Fe,Mn,P,S,Si,Ni,Cu,Cr,Mo,V,W,Co
901,26.0,Room temperature,51.0,Room temperature,829.0,Room temperature,542.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,N,0,,,,,,,700,+,4.8,200.0,DC,32,,,,,,,,,,,,,,,,,,,1,0.08,94.812,1.92,0.015,0.013000000000000001,0.66,1.54,0.89,0.05,0.01,0.01,,
902,29.0,Room temperature,44.0,Room temperature,761.0,Room temperature,466.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,N,0,,,,,,,700,+,4.8,200.0,DC,32,,,,,,,,,,,,,,,,,,,1,0.09,97.232,1.9,0.015,0.013000000000000001,0.63,0.01,0.04,0.05,0.01,0.01,,
903,27.0,Room temperature,42.0,Room temperature,807.0,Room temperature,489.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,N,0,,,,,,,700,+,4.8,200.0,DC,32,,,,,,,,,,,,,,,,,,,1,0.08,96.272,1.94,0.015,0.013000000000000001,0.67,0.51,0.43,0.05,0.01,0.01,,
904,21.0,Room temperature,28.0,Room temperature,869.0,Room temperature,546.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,N,0,,,,,,,700,+,4.8,200.0,DC,32,,,,,,,,,,,,,,,,,,,1,0.08,94.812,1.94,0.015,0.013000000000000001,0.68,1.54,0.85,0.05,0.01,0.01,,
905,27.5,N,73.0,N,529.8,N,456.2,N,,,1.0,Room temperature,,,,,,,,,,180,N,N,+,2.7,250.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07,98.586,0.95,0.021,0.027000000000000003,0.34,,,0.0,,0.006,,
906,29.5,N,73.5,N,519.9,N,430.7,N,,,1.0,Room temperature,,,,,,,,,,174,N,N,+,2.7,250.0,DC,N,600,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07,98.586,0.95,0.021,0.027000000000000003,0.34,,,0.0,,0.006,,
907,28.0,N,70.5,N,564.1,N,475.8,N,,,1.0,Room temperature,,,,,,,,,,220,N,N,+,2.2,250.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.06,97.755,0.55,0.040999999999999995,0.024,0.28,1.26,0.02,,0.0,0.01,,
908,24.5,N,69.0,N,529.8,N,430.7,N,,,1.0,Room temperature,,,,,,,,,,184,N,N,+,2.2,250.0,DC,N,600,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.06,97.755,0.55,0.040999999999999995,0.024,0.28,1.26,0.02,,0.0,0.01,,
909,28.0,N,74.0,N,573.9,N,491.5,N,,,1.0,Room temperature,,,,,,,,,,193,N,N,+,2.5,250.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.09,98.387,0.93,0.057999999999999996,0.011000000000000001,0.42,,0.08,0.0,0.02,0.004,,
910,24.5,N,74.5,N,541.5,N,420.9,N,,,1.0,Room temperature,,,,,,,,,,180,N,N,+,2.5,250.0,DC,N,600,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.09,98.387,0.93,0.057999999999999996,0.011000000000000001,0.42,,0.08,0.0,0.02,0.004,,
911,28.0,N,73.0,N,591.5,N,503.3,N,,,1.0,Room temperature,,,,,,,,,,213,N,N,+,2.4,250.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,98.017,0.65,0.026000000000000002,0.015,0.33,0.5,0.02,0.35,0.008,0.004,,
912,22.7,N,73.7,N,600.4,N,500.3,N,,,1.0,Room temperature,,,,,,,,,,189,N,N,+,2.4,250.0,DC,N,600,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,98.017,0.65,0.026000000000000002,0.015,0.33,0.5,0.02,0.35,0.008,0.004,,
913,24.0,N,71.5,N,583.7,N,479.7,N,,,1.0,Room temperature,,,,,,,,,,189,N,N,+,2.8,250.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07,98.185,1.07,0.026000000000000002,0.025,0.61,,,0.0,,0.013999999999999999,,
914,24.5,N,72.0,N,555.2,N,456.2,N,,,1.0,Room temperature,,,,,,,,,,213,N,N,+,2.8,250.0,DC,N,600,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07,98.185,1.07,0.026000000000000002,0.025,0.61,,,0.0,,0.013999999999999999,,
915,33.0,N,75.0,N,552.3,N,463.0,N,,,1.0,Room temperature,,,,,,,,,,181,N,N,+,2.6,250.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07,98.948,0.75,0.011000000000000001,0.011000000000000001,0.21,,,0.0,,0.0,,
916,,,76.0,N,486.6,N,369.8,N,,,1.0,Room temperature,,,,,,,,,,174,N,N,+,2.6,250.0,DC,N,600,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07,98.948,0.75,0.011000000000000001,0.011000000000000001,0.21,,,0.0,,0.0,,
917,24.0,N,71.0,N,569.3,N,486.8,N,,,1.0,Room temperature,,,,,,,,,,183,N,N,+,1.8,150.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.09,98.533,0.9,0.027000000000000003,0.01,0.44,,,0.0,,0.0,,
918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.09,98.533,0.9,0.027000000000000003,0.01,0.44,,,0.0,,0.0,,
919,22.6,N,72.0,N,536.3,N,453.8,N,,,1.0,Room temperature,,,,,,,,,,184,N,N,+,1.8,140.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,97.669,0.65,0.021,0.01,0.35,1.2,,,0.0,0.02,,
920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,97.669,0.65,0.021,0.01,0.35,1.2,,,0.0,0.02,,
921,25.0,N,70.4,N,626.9,N,553.3,N,,,1.0,Room temperature,,,,,,,,,,194,N,N,+,1.8,150.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.06,98.212,1.15,0.015,0.013000000000000001,0.53,,,0.02,,0.0,,
922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.06,98.212,1.15,0.015,0.013000000000000001,0.53,,,0.02,,0.0,,
923,22.1,N,72.4,N,569.3,N,478.5,N,,,1.0,Room temperature,,,,,,,,,,180,N,N,+,1.8,150.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07,98.563,0.85,0.024,0.013000000000000001,0.47,,,0.0,,0.01,,
924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07,98.563,0.85,0.024,0.013000000000000001,0.47,,,0.0,,0.01,,
925,21.0,N,64.2,N,643.5,N,561.1,N,,,1.0,Room temperature,,,,,,,,,,216,N,N,+,1.9,140.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07,98.319,1.1,0.02,0.011000000000000001,0.47,,,0.0,,0.01,,
926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07,98.319,1.1,0.02,0.011000000000000001,0.47,,,0.0,,0.01,,
927,20.5,N,70.2,N,577.5,N,486.8,N,,,1.0,Room temperature,,,,,,,,,,191,N,N,+,1.9,150.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,98.437,0.9,0.028999999999999998,0.013999999999999999,0.49,,,0.05,,0.0,,
928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,98.437,0.9,0.028999999999999998,0.013999999999999999,0.49,,,0.05,,0.0,,
929,33.0,N,73.0,N,504.2,N,420.8,N,,,1.0,Room temperature,,,,,,,,,,164,N,N,+,2.4,200.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.05,98.387,1.15,0.024,0.015,0.25,,0.12,0.0,,0.004,,
930,29.5,N,70.5,N,482.7,N,387.5,N,,,1.0,Room temperature,,,,,,,,,,154,N,N,+,2.4,200.0,DC,N,600,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.05,98.387,1.15,0.024,0.015,0.25,,0.12,0.0,,0.004,,
931,24.5,N,68.5,N,725.9,N,630.8,N,,,1.0,Room temperature,,,,,,,,,,265,N,N,+,2.4,200.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.1,97.432,1.6,0.028999999999999998,0.015,0.18,,0.14,0.0,0.5,0.004,,
932,25.5,N,67.5,N,694.5,N,605.3,N,,,1.0,Room temperature,,,,,,,,,,224,N,N,+,2.4,200.0,DC,N,600,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.1,97.432,1.6,0.028999999999999998,0.015,0.18,,0.14,0.0,0.5,0.004,,
933,27.5,N,66.0,N,645.5,N,540.5,N,,,1.0,Room temperature,,,,,,,,,,226,N,N,+,2.4,200.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.09,97.445,1.52,0.045,0.015,0.28,,0.1,0.0,0.5,0.005,,
934,27.5,N,66.5,N,640.6,N,562.1,N,,,1.0,Room temperature,,,,,,,,,,225,N,N,+,2.4,200.0,DC,N,600,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.09,97.445,1.52,0.045,0.015,0.28,,0.1,0.0,0.5,0.005,,
935,32.0,N,70.5,N,586.6,N,483.6,N,,,1.0,Room temperature,,,,,,,,,,193,N,N,+,1.7,200.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.12,98.185,1.24,0.019,0.036000000000000004,0.22,,0.18,0.0,,0.0,,
936,33.0,N,74.5,N,532.7,N,414.0,N,,,1.0,Room temperature,,,,,,,,,,196,N,N,+,1.7,200.0,DC,N,600,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.12,98.185,1.24,0.019,0.036000000000000004,0.22,,0.18,0.0,,0.0,,
937,30.0,N,68.0,N,627.8,N,536.6,N,,,1.0,Room temperature,,,,,,,,,,202,N,N,+,1.6,200.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.15,98.288,1.2,0.025,0.017,0.32,,,0.0,,0.0,,
938,31.0,N,73.5,N,586.6,N,487.6,N,,,1.0,Room temperature,,,,,,,,,,225,N,N,+,1.6,200.0,DC,N,600,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.15,98.288,1.2,0.025,0.017,0.32,,,0.0,,0.0,,
939,30.0,N,74.0,N,596.4,N,453.2,N,,,1.0,Room temperature,,,,,,,,,,193,N,N,+,1.7,200.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,98.474,1.2,0.022000000000000002,0.013999999999999999,0.21,,,0.0,,0.0,,
940,35.0,N,74.0,N,569.0,N,455.2,N,,,1.0,Room temperature,,,,,,,,,,197,N,N,+,1.7,200.0,DC,N,600,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,98.474,1.2,0.022000000000000002,0.013999999999999999,0.21,,,0.0,,0.0,,
941,30.0,N,72.0,N,593.5,N,519.9,N,,,1.0,Room temperature,,,,,,,,,,172,N,N,+,1.7,200.0,DC,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.1,98.543,1.2,0.024,0.013000000000000001,0.12,,,0.0,,0.0,,
942,37.0,N,77.0,N,487.6,N,390.1,N,,,1.0,Room temperature,,,,,,,,,,189,N,N,+,1.7,200.0,DC,N,600,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.1,98.543,1.2,0.024,0.013000000000000001,0.12,,,0.0,,0.0,,
943,30.0,N,58.0,N,497.0,N,388.0,N,,,1.0,Room temperature,,,,,,,,,,158(Hv30),N,625,+,4.6,200.0,DC,75.36,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.064,97.872,1.44,0.024,0.021,0.27,,0.28,,0.02,0.009000000000000001,,
944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.064,97.872,1.44,0.024,0.021,0.27,,0.28,,0.02,0.009000000000000001,,
945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.064,97.872,1.44,0.024,0.021,0.27,,0.28,,0.02,0.009000000000000001,,
946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.064,97.872,1.44,0.024,0.021,0.27,,0.28,,0.02,0.009000000000000001,,
947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.064,97.872,1.44,0.024,0.021,0.27,,0.28,,0.02,0.009000000000000001,,
948,30.0,N,66.0,N,492.0,N,383.0,N,,,1.0,Room temperature,,,,,,,,,,155(Hv30),N,625,+,4.6,200.0,DC,75.36,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.073,97.869,1.44,0.018000000000000002,0.021,0.33,,0.22,,0.02,0.009000000000000001,,
949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.073,97.869,1.44,0.018000000000000002,0.021,0.33,,0.22,,0.02,0.009000000000000001,,
950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.073,97.869,1.44,0.018000000000000002,0.021,0.33,,0.22,,0.02,0.009000000000000001,,
951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.073,97.869,1.44,0.018000000000000002,0.021,0.33,,0.22,,0.02,0.009000000000000001,,
952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.073,97.869,1.44,0.018000000000000002,0.021,0.33,,0.22,,0.02,0.009000000000000001,,
953,34.0,N,66.0,N,526.0,N,371.0,N,,,1.0,Room temperature,,,,,,,,,,153(Hv30),N,625,+,4.6,200.0,DC,75.36,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.06,97.624,1.68,0.019,0.017,0.29,,0.28,,0.02,0.01,,
954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.06,97.624,1.68,0.019,0.017,0.29,,0.28,,0.02,0.01,,
955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.06,97.624,1.68,0.019,0.017,0.29,,0.28,,0.02,0.01,,
956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.06,97.624,1.68,0.019,0.017,0.29,,0.28,,0.02,0.01,,
957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.06,97.624,1.68,0.019,0.017,0.29,,0.28,,0.02,0.01,,
958,30.0,N,64.0,N,522.0,N,391.0,N,,,1.0,Room temperature,,,,,,,,,,161(Hv30),N,625,+,4.6,200.0,DC,75.36,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,97.616,1.67,0.017,0.017,0.31,,0.25,,0.03,0.01,,
959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,97.616,1.67,0.017,0.017,0.31,,0.25,,0.03,0.01,,
960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,97.616,1.67,0.017,0.017,0.31,,0.25,,0.03,0.01,,
961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,97.616,1.67,0.017,0.017,0.31,,0.25,,0.03,0.01,,
962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,97.616,1.67,0.017,0.017,0.31,,0.25,,0.03,0.01,,
963,28.0,N,69.0,N,564.0,N,389.0,N,,,1.0,Room temperature,,,,,,,,,,168(Hv30),N,625,+,4.6,200.0,DC,75.36,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.086,97.661,1.68,0.02,0.023,0.28,,0.23,,0.01,0.01,,
964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.086,97.661,1.68,0.02,0.023,0.28,,0.23,,0.01,0.01,,
965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.086,97.661,1.68,0.02,0.023,0.28,,0.23,,0.01,0.01,,
966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.086,97.661,1.68,0.02,0.023,0.28,,0.23,,0.01,0.01,,
967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.086,97.661,1.68,0.02,0.023,0.28,,0.23,,0.01,0.01,,
968,24.0,N,56.0,N,672.0,N,517.0,N,,,1.0,Room temperature,,,,,,,,,,203(Hv30),N,625,+,4.6,200.0,DC,75.36,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08900000000000001,97.134,2.22,0.025,0.022000000000000002,0.42,,0.06,,0.02,0.01,,
969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08900000000000001,97.134,2.22,0.025,0.022000000000000002,0.42,,0.06,,0.02,0.01,,
970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08900000000000001,97.134,2.22,0.025,0.022000000000000002,0.42,,0.06,,0.02,0.01,,
971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08900000000000001,97.134,2.22,0.025,0.022000000000000002,0.42,,0.06,,0.02,0.01,,
972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08900000000000001,97.134,2.22,0.025,0.022000000000000002,0.42,,0.06,,0.02,0.01,,
973,30.0,N,67.0,N,554.0,N,554.0,N,,,1.0,Room temperature,,,,,,,,,,157(Hv30),N,625,+,4.6,200.0,DC,75.36,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,97.707,1.34,0.02,0.023,0.24,,0.15,,0.43,0.01,,
974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,97.707,1.34,0.02,0.023,0.24,,0.15,,0.43,0.01,,
975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,97.707,1.34,0.02,0.023,0.24,,0.15,,0.43,0.01,,
976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,97.707,1.34,0.02,0.023,0.24,,0.15,,0.43,0.01,,
977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,97.707,1.34,0.02,0.023,0.24,,0.15,,0.43,0.01,,
978,25.0,N,62.0,N,747.0,N,747.0,N,,,1.0,Room temperature,,,,,,,,,,174(Hv30),N,625,+,4.6,200.0,DC,75.36,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.095,96.82300000000001,1.88,0.022000000000000002,0.02,0.45,,0.26,,0.44,0.01,,
979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.095,96.82300000000001,1.88,0.022000000000000002,0.02,0.45,,0.26,,0.44,0.01,,
980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.095,96.82300000000001,1.88,0.022000000000000002,0.02,0.45,,0.26,,0.44,0.01,,
981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.095,96.82300000000001,1.88,0.022000000000000002,0.02,0.45,,0.26,,0.44,0.01,,
982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.095,96.82300000000001,1.88,0.022000000000000002,0.02,0.45,,0.26,,0.44,0.01,,
983,36.0,N,72.0,N,459.0,N,352.0,N,,,1.0,Room temperature,,,,,,,,,,144(Hv30),N,625,+,4.4,200.0,DC,72.24,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,98.581,0.84,0.026000000000000002,0.015,0.16,,0.28,,0.02,0.004,,
984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,98.581,0.84,0.026000000000000002,0.015,0.16,,0.28,,0.02,0.004,,
985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,98.581,0.84,0.026000000000000002,0.015,0.16,,0.28,,0.02,0.004,,
986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,98.581,0.84,0.026000000000000002,0.015,0.16,,0.28,,0.02,0.004,,
987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,98.581,0.84,0.026000000000000002,0.015,0.16,,0.28,,0.02,0.004,,
988,36.0,N,72.0,N,456.0,N,349.0,N,,,1.0,Room temperature,,,,,,,,,,144(Hv30),N,625,+,4.4,200.0,DC,72.24,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08199999999999999,98.709,0.75,0.02,0.013999999999999999,0.18,,0.22,,0.02,0.005,,
989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08199999999999999,98.709,0.75,0.02,0.013999999999999999,0.18,,0.22,,0.02,0.005,,
990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08199999999999999,98.709,0.75,0.02,0.013999999999999999,0.18,,0.22,,0.02,0.005,,
991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08199999999999999,98.709,0.75,0.02,0.013999999999999999,0.18,,0.22,,0.02,0.005,,
992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08199999999999999,98.709,0.75,0.02,0.013999999999999999,0.18,,0.22,,0.02,0.005,,
993,24.0,N,76.0,N,462.0,N,350.0,N,,,1.0,Room temperature,,,,,,,,,,143(Hv30),N,625,+,4.4,200.0,DC,72.24,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07,98.277,1.17,0.02,0.013000000000000001,0.16,,0.26,,0.02,0.01,,
994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07,98.277,1.17,0.02,0.013000000000000001,0.16,,0.26,,0.02,0.01,,
995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07,98.277,1.17,0.02,0.013000000000000001,0.16,,0.26,,0.02,0.01,,
996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07,98.277,1.17,0.02,0.013000000000000001,0.16,,0.26,,0.02,0.01,,
997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07,98.277,1.17,0.02,0.013000000000000001,0.16,,0.26,,0.02,0.01,,
998,32.0,N,74.0,N,484.0,N,376.0,N,,,1.0,Room temperature,,,,,,,,,,154(Hv30),N,625,+,4.4,200.0,DC,72.24,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.11,98.33,1.09,0.018000000000000002,0.012,0.16,,0.24,,0.03,0.01,,
999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.11,98.33,1.09,0.018000000000000002,0.012,0.16,,0.24,,0.03,0.01,,
1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.11,98.33,1.09,0.018000000000000002,0.012,0.16,,0.24,,0.03,0.01,,
1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.11,98.33,1.09,0.018000000000000002,0.012,0.16,,0.24,,0.03,0.01,,
