,Elongation,Elongation_Temperature,Reduction of area,Reduction of area_Temperature,Ultimate tensile strength,Ultimate tensile strength_Temperature,Yield strength,Yield strength_Temperature,Acicular ferrite,Acicular ferrite_Temperature,Ferrite with carbide aggregate,Ferrite with carbide aggregate_Temperature,Ferrite with second phase,Ferrite with second phase_Temperature,Primary ferrite in microstructure,Primary ferrite in microstructure_Temperature,Martensite,Martensite_Temperature,Microstructure,50% FATT,50% FATT_Temperature,Hardness,Hardness_Temperature,Manual metal arc_Current,Manual metal arc_Electrode,Manual metal arc_Heat input,Manual metal arc_Interpass temperature,Manual metal arc_Source,Manual metal arc_Voltage,Post weld heat treatment_Post weld heat treatment temperature,Post weld heat treatment_Post weld heat treatment time,Flux cored arc_Current,Flux cored arc_Electrode,Flux cored arc_Heat input,Flux cored arc_Interpass temperature,Flux cored arc_Source,Flux cored arc_Voltage,Submerged arc_Current,Submerged arc_Electrode,Submerged arc_Heat input,Submerged arc_Interpass temperature,Submerged arc_Source,Submerged arc_Voltage,Gas tungsten arc automatic_Current,Gas tungsten arc automatic_Electrode,Gas tungsten arc automatic_Heat input,Gas tungsten arc automatic_Interpass temperature,Gas tungsten arc automatic_Source,Gas tungsten arc automatic_Voltage,Gas metal arc automatic_Current,Gas metal arc automatic_Electrode,Gas metal arc automatic_Heat input,Gas metal arc automatic_Interpass temperature,Gas metal arc automatic_Source,Gas metal arc automatic_Voltage,Tandem submerged Arc_Current,Tandem submerged Arc_Electrode,Tandem submerged Arc_Heat input,Tandem submerged Arc_Interpass temperature,Tandem submerged Arc_Source,Tandem submerged Arc_Voltage,extr,C,Fe,Mn,P,S,Si,Ni,Cu,Cr,Mo,V,W,Co
1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.042,94.586,1.33,0.015,0.012,0.14,0.26,,2.39,1.21,0.015,,
1338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.042,94.586,1.33,0.015,0.012,0.14,0.26,,2.39,1.21,0.015,,
1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.042,94.586,1.33,0.015,0.012,0.14,0.26,,2.39,1.21,0.015,,
1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.042,94.586,1.33,0.015,0.012,0.14,0.26,,2.39,1.21,0.015,,
1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.042,94.586,1.33,0.015,0.012,0.14,0.26,,2.39,1.21,0.015,,
1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.042,94.586,1.33,0.015,0.012,0.14,0.26,,2.39,1.21,0.015,,
1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.042,94.586,1.33,0.015,0.012,0.14,0.26,,2.39,1.21,0.015,,
1344,11.0,Room temperature,24.0,Room temperature,620.0,Room temperature,537.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,690,10,300.0,+,2.08,150.0,DC,28.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0.047,94.984,1.0,0.016,0.015,0.42,0.17,,2.29,1.04,0.018000000000000002,,
1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.047,94.984,1.0,0.016,0.015,0.42,0.17,,2.29,1.04,0.018000000000000002,,
1346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.047,94.984,1.0,0.016,0.015,0.42,0.17,,2.29,1.04,0.018000000000000002,,
1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.047,94.984,1.0,0.016,0.015,0.42,0.17,,2.29,1.04,0.018000000000000002,,
1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.047,94.984,1.0,0.016,0.015,0.42,0.17,,2.29,1.04,0.018000000000000002,,
1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.047,94.984,1.0,0.016,0.015,0.42,0.17,,2.29,1.04,0.018000000000000002,,
1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.047,94.984,1.0,0.016,0.015,0.42,0.17,,2.29,1.04,0.018000000000000002,,
1351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.047,94.984,1.0,0.016,0.015,0.42,0.17,,2.29,1.04,0.018000000000000002,,
1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.047,94.984,1.0,0.016,0.015,0.42,0.17,,2.29,1.04,0.018000000000000002,,
1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.047,94.984,1.0,0.016,0.015,0.42,0.17,,2.29,1.04,0.018000000000000002,,
1354,24.0,Room temperature,69.0,Room temperature,675.0,Room temperature,595.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,690,10,290.0,+,2.0,150.0,DC,29.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,95.065,1.11,0.024,0.009000000000000001,0.27,0.17,,2.3,0.96,0.018000000000000002,,
1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,95.065,1.11,0.024,0.009000000000000001,0.27,0.17,,2.3,0.96,0.018000000000000002,,
1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,95.065,1.11,0.024,0.009000000000000001,0.27,0.17,,2.3,0.96,0.018000000000000002,,
1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,95.065,1.11,0.024,0.009000000000000001,0.27,0.17,,2.3,0.96,0.018000000000000002,,
1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,95.065,1.11,0.024,0.009000000000000001,0.27,0.17,,2.3,0.96,0.018000000000000002,,
1359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,95.065,1.11,0.024,0.009000000000000001,0.27,0.17,,2.3,0.96,0.018000000000000002,,
1360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,95.065,1.11,0.024,0.009000000000000001,0.27,0.17,,2.3,0.96,0.018000000000000002,,
1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,95.065,1.11,0.024,0.009000000000000001,0.27,0.17,,2.3,0.96,0.018000000000000002,,
1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,95.065,1.11,0.024,0.009000000000000001,0.27,0.17,,2.3,0.96,0.018000000000000002,,
1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,95.065,1.11,0.024,0.009000000000000001,0.27,0.17,,2.3,0.96,0.018000000000000002,,
1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.07400000000000001,95.065,1.11,0.024,0.009000000000000001,0.27,0.17,,2.3,0.96,0.018000000000000002,,
1365,16.0,Room temperature,32.0,Room temperature,708.0,Room temperature,643.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,690,10,290.0,+,2.0,150.0,DC,29.0,,,,,,,,,,,,,,,,,,,,,,,,,1,0.062,94.518,1.24,0.25,0.14,0.24,0.22,,2.17,0.98,0.18,,
1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.062,94.518,1.24,0.25,0.14,0.24,0.22,,2.17,0.98,0.18,,
1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.062,94.518,1.24,0.25,0.14,0.24,0.22,,2.17,0.98,0.18,,
1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.062,94.518,1.24,0.25,0.14,0.24,0.22,,2.17,0.98,0.18,,
1369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.062,94.518,1.24,0.25,0.14,0.24,0.22,,2.17,0.98,0.18,,
1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.062,94.518,1.24,0.25,0.14,0.24,0.22,,2.17,0.98,0.18,,
1371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.062,94.518,1.24,0.25,0.14,0.24,0.22,,2.17,0.98,0.18,,
1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.062,94.518,1.24,0.25,0.14,0.24,0.22,,2.17,0.98,0.18,,
1373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.062,94.518,1.24,0.25,0.14,0.24,0.22,,2.17,0.98,0.18,,
1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.062,94.518,1.24,0.25,0.14,0.24,0.22,,2.17,0.98,0.18,,
1375,15.0,Room temperature,41.8,Room temperature,901.0,Room temperature,740.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,N,0,,,,,,,,,,,,,,,,,,,,,,,,,N,+,3.6,177.0,DC,N,1,0.055,94.63,0.82,0.008,0.021,0.37,0.086,0.51,2.5,0.99,0.01,,
1376,16.8,Room temperature,43.0,Room temperature,909.0,Room temperature,776.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,482,4.5,,,,,,,,,,,,,,,,,,,,,,,,,N,+,3.6,177.0,DC,N,1,0.055,94.63,0.82,0.008,0.021,0.37,0.086,0.51,2.5,0.99,0.01,,
1377,16.0,Room temperature,44.6,Room temperature,811.0,Room temperature,719.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,593,4.5,,,,,,,,,,,,,,,,,,,,,,,,,N,+,3.6,177.0,DC,N,1,0.055,94.63,0.82,0.008,0.021,0.37,0.086,0.51,2.5,0.99,0.01,,
1378,25.8,Room temperature,67.0,Room temperature,569.0,Room temperature,457.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,704,4.5,,,,,,,,,,,,,,,,,,,,,,,,,N,+,3.6,177.0,DC,N,1,0.055,94.63,0.82,0.008,0.021,0.37,0.086,0.51,2.5,0.99,0.01,,
1379,23.0,Room temperature,,,585.0,Room temperature,437.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.13,95.498,0.73,0.008,0.003,0.17,0.06,0.08,2.3,1.0,0.021,,
1380,28.0,Room temperature,,,570.0,Room temperature,431.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.11,95.166,0.65,0.006999999999999999,0.005,0.27,0.02,0.17,2.47,1.12,0.012,,
1381,17.0,N,67.0,N,698.0,N,593.0,N,,,1.0,Room temperature,,,,,,,,,,231,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.069,95.089,0.58,0.013999999999999999,0.018000000000000002,0.53,,,2.6,1.1,,,
1382,17.0,N,70.0,N,705.0,N,591.0,N,,,1.0,Room temperature,,,,,,,,,,230,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.05,94.837,0.73,0.018000000000000002,0.015,0.45,,,2.8,1.1,,,
1383,18.0,N,67.0,N,713.0,N,614.0,N,,,1.0,Room temperature,,,,,,,,,,241,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.051,94.816,0.76,0.019,0.024,0.43,,,2.8,1.1,,,
1384,18.0,N,65.0,N,658.0,N,546.0,N,,,1.0,Room temperature,,,,,,,,,,222,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.067,94.52,0.94,0.026000000000000002,0.017,0.13,,,2.9,1.4,,,
1385,23.0,N,71.0,N,578.0,N,464.0,N,,,1.0,Room temperature,,,,,,,,,,205,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.057999999999999996,96.138,0.55,0.027000000000000003,0.027000000000000003,0.2,,,1.8,1.2,,,
1386,18.0,N,63.0,N,737.0,N,646.0,N,,,1.0,Room temperature,,,,,,,,,,253,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.125,94.652,0.88,0.027999999999999997,0.025,0.39,,,2.5,1.4,,,
1387,20.0,N,73.0,N,652.0,N,536.0,N,,,1.0,Room temperature,,,,,,,,,,220,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.053,95.376,0.84,0.012,0.019,0.3,,,2.1,1.3,,,
1388,18.0,N,17.0,N,648.0,N,546.0,N,,,1.0,Room temperature,,,,,,,,,,220,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.075,94.938,0.8,0.017,0.02,0.35,,,2.3,1.5,,,
1389,20.0,N,69.0,N,693.0,N,581.0,N,,,1.0,Room temperature,,,,,,,,,,230,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.065,94.93,0.77,0.016,0.028999999999999998,0.39,,,2.4,1.4,,,
1390,22.0,N,65.0,N,648.0,N,537.0,N,,,1.0,Room temperature,,,,,,,,,,220,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.061,95.911,0.27,0.016,0.022000000000000002,0.32,,,2.2,1.2,,,
1391,20.0,N,67.0,N,635.0,N,527.0,N,,,1.0,Room temperature,,,,,,,,,,219,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.043,95.531,0.45,0.017,0.019,0.34,,,2.2,1.4,,,
1392,20.0,N,68.0,N,666.0,N,561.0,N,,,1.0,Room temperature,,,,,,,,,,226,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.066,95.107,0.67,0.028999999999999998,0.018000000000000002,0.41,,,2.5,1.2,,,
1393,17.0,N,70.0,N,678.0,N,576.0,N,,,1.0,Room temperature,,,,,,,,,,230,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.1,94.919,0.8,0.02,0.021,0.44,,,2.5,1.2,,,
1394,22.0,N,67.0,N,524.0,N,392.0,N,,,1.0,Room temperature,,,,,,,,,,182,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.044000000000000004,97.135,0.45,0.017,0.013999999999999999,0.04,,,2.3,,,,
1395,21.0,N,71.0,N,578.0,N,473.0,N,,,1.0,Room temperature,,,,,,,,,,199,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.05,97.175,0.48,0.018000000000000002,0.006999999999999999,0.07,,,2.2,,,,
1396,20.0,N,71.0,N,649.0,N,543.0,N,,,1.0,Room temperature,,,,,,,,,,217,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.05,97.107,0.63,0.018000000000000002,0.015,0.18,,,2.0,,,,
1397,20.0,N,69.0,N,661.0,N,546.0,N,,,1.0,Room temperature,,,,,,,,,,226,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.049,95.441,0.78,0.018000000000000002,0.022000000000000002,0.39,,,2.2,1.1,,,
1398,20.0,N,70.0,N,669.0,N,562.0,N,,,1.0,Room temperature,,,,,,,,,,226,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.075,95.406,0.77,0.018000000000000002,0.021,0.41,,,2.2,1.1,,,
1399,19.0,N,66.0,N,705.0,N,603.0,N,,,1.0,Room temperature,,,,,,,,,,239,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.045,95.273,0.8,0.02,0.012,0.45,,,2.4,1.0,,,
1400,20.0,N,66.0,N,727.0,N,619.0,N,,,1.0,Room temperature,,,,,,,,,,240,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.036000000000000004,95.041,0.84,0.02,0.013000000000000001,0.55,,,2.5,1.0,,,
1401,17.0,N,66.0,N,736.0,N,638.0,N,,,1.0,Room temperature,,,,,,,,,,241,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.057999999999999996,94.771,0.93,0.017,0.013999999999999999,0.61,,,2.5,1.1,,,
1402,20.0,N,66.0,N,680.0,N,594.0,N,,,1.0,Room temperature,,,,,,,,,,231,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.09,95.127,1.25,0.022000000000000002,0.011000000000000001,0.2,,,2.4,0.9,,,
1403,,,,,,,,,,,1.0,Room temperature,,,,,,,,,,244,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.12,95.005,1.27,0.021,0.013999999999999999,0.27,,,2.4,0.9,,,
1404,,,,,,,,,,,1.0,Room temperature,,,,,,,,,,247,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.09,94.905,1.18,0.022000000000000002,0.013000000000000001,0.39,,,2.4,1.0,,,
1405,,,,,,,,,,,1.0,Room temperature,,,,,,,,,,253,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.11,94.947,1.13,0.018000000000000002,0.015,0.48,,,2.4,0.9,,,
1406,18.0,N,58.0,N,743.0,N,648.0,N,,,1.0,Room temperature,,,,,,,,,,247,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.09,94.987,1.1,0.02,0.013000000000000001,0.59,,,2.4,0.8,,,
1407,,,,,,,,,,,1.0,Room temperature,,,,,,,,,,222,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.05,95.352,0.83,0.018000000000000002,0.02,0.33,,,2.3,1.1,,,
1408,,,,,,,,,,,1.0,Room temperature,,,,,,,,,,240,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.09,95.224,1.25,0.016,0.02,0.3,,,2.0,1.1,,,
1409,,,,,,,,,,,1.0,Room temperature,,,,,,,,,,227,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.06,95.211,0.94,0.018000000000000002,0.011000000000000001,0.26,,,2.3,1.2,,,
1410,,,,,,,,,,,1.0,Room temperature,,,,,,,,,,233,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.05,95.115,0.96,0.018000000000000002,0.017,0.34,,,2.4,1.1,,,
1411,,,,,,,,,,,1.0,Room temperature,,,,,,,,,,212,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.05,95.114,0.94,0.015,0.011000000000000001,0.27,,,2.3,1.3,,,
1412,,,,,,,,,,,1.0,Room temperature,,,,,,,,,,209,N,150,+,1.0,300.0,DC,37.5,690,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.05,95.32900000000001,1.0,0.015,0.006,0.3,,,2.2,1.1,,,
1413,,,,,613.0,Room temperature,507.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,700,20,,,,,,,525,+,1.75,210.0,DC,30,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1417,,,,,627.0,Room temperature,527.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,700,20,,,,,,,525,+,1.75,210.0,DC,30,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1421,,,,,616.0,Room temperature,515.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,700,20,,,,,,,525,+,1.75,210.0,DC,30,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1425,,,,,610.0,Room temperature,509.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,700,20,,,,,,,525,+,1.75,210.0,DC,30,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1429,,,,,612.0,Room temperature,504.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,700,20,,,,,,,525,+,1.75,210.0,DC,30,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.08,95.44,0.8,0.01,0.01,0.25,0.03,0.02,2.3,1.05,0.01,,
1433,,,,,500.0,Room temperature,315.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,720,3.5,,,,,,,545,+,3.7,200.0,DC,32,,,,,,,,,,,,,,,,,,,1,0.03,95.375,0.88,0.013000000000000001,0.012,0.55,,,2.06,1.08,,,
1434,,,,,530.0,Room temperature,350.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,720,3.5,,,,,,,545,+,3.7,200.0,DC,32,,,,,,,,,,,,,,,,,,,1,0.03,95.375,0.88,0.013000000000000001,0.012,0.55,,,2.06,1.08,,,
1435,32.6,Room temperature,77.0,Room temperature,501.0,Room temperature,408.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,200,1,,,,,,,450,+,2.025,250.0,N,30,,,,,,,,,,,,,,,,,,,1,0.095,98.627,0.9,0.02,0.008,0.35,,,0.0,,0.0,,0.0
1436,34.2,Room temperature,78.0,Room temperature,496.0,Room temperature,394.0,Room temperature,,,,,,,,,,,,,,,,,,,,,,200,1,,,,,,,450,+,2.025,250.0,N,30,,,,,,,,,,,,,,,,,,,1,0.095,98.627,0.9,0.02,0.008,0.35,,,0.0,,0.0,,0.0
