,Elong %,Hydrogen Ml/100gm,Moisture,YS(Kgf/mm2),UTS,Hardness,Ferrite (Fn),Hardness_Scale,V,C,Cr,Mn,Mo,Ni,P ,S ,Si ,Cb,UTS(Kg/mm2),Cu
694,9.5,5.0,0.1,195.0,,,,HRC,,0.025,1.25,0.45,0.525,,0.005,0.005,0.4,,260.0,
695,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
696,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
697,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
698,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
699,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
700,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
701,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
702,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
703,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
704,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
705,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
706,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
707,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
708,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
709,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
710,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
711,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
712,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
713,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
714,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
715,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
716,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
717,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
718,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
719,9.0,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.65,1.05,0.15,0.015,0.0125,0.4,0.005,310.0,0.15
720,8.5,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.3,,310.0,
721,8.5,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.3,,310.0,
722,8.5,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.3,,310.0,
723,8.5,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.3,,310.0,
724,8.5,5.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.4,,310.0,
725,8.5,,,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.4,,310.0,
726,8.5,,,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.4,,310.0,
727,8.5,,,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.4,,310.0,
728,8.5,,,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.4,,310.0,
729,8.5,4.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.4,,310.0,
730,8.5,4.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.4,,310.0,
731,8.5,4.0,0.075,265.0,,,,HRC,,0.08499999999999999,2.25,0.45,1.05,,0.015,0.015,0.4,,310.0,
732,9.5,,,230.5,,,,HRC,0.30000000000000004,0.095,1.25,0.65,0.525,,0.015,0.015,0.35,,275.5,
733,9.5,,,230.5,,,,HRC,0.30000000000000004,0.095,1.25,0.65,0.525,,0.015,0.015,0.35,,275.5,
734,9.5,,,230.5,,,,HRC,0.30000000000000004,0.095,1.25,0.65,0.525,,0.015,0.015,0.35,,275.5,
735,8.0,,,265.0,,,,HRC,0.25,0.125,1.25,0.5,1.1,0.2,0.01,0.01,0.25,,310.0,
736,8.0,,,265.0,,,,HRC,0.25,0.125,1.25,0.5,1.1,0.2,0.01,0.01,0.25,,310.0,
737,8.0,,,265.0,,,,HRC,0.25,0.125,1.25,0.5,1.1,0.2,0.01,0.01,0.25,,310.0,
738,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.08,2.4,0.5,0.15,0.25,0.0075,0.0075,0.3,0.06000000000000001,310.0,0.125
739,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.08,2.4,0.5,0.15,0.25,0.0075,0.0075,0.3,0.06000000000000001,310.0,0.125
740,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.08,2.4,0.5,0.15,0.25,0.0075,0.0075,0.3,0.06000000000000001,310.0,0.125
741,8.5,,,230.0,,,,HRC,,0.025,2.25,0.45,1.05,,0.015,0.015,0.4,,275.0,
742,8.5,,,230.0,,,,HRC,,0.025,2.25,0.45,1.05,,0.015,0.015,0.4,,275.0,
743,8.5,,,230.0,,,,HRC,,0.025,2.25,0.45,1.05,,0.015,0.015,0.4,,275.0,
744,8.5,,,230.0,,,,HRC,,0.025,2.25,0.45,1.05,,0.015,0.015,0.4,,275.0,
745,8.5,,,230.0,,,,HRC,,0.025,2.25,0.45,1.05,,0.015,0.015,0.4,,275.0,
746,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15
747,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15
748,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15
749,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15
750,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15
751,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15
752,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15
753,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15
754,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15
755,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,5.0,0.7,0.55,0.15,0.0125,0.0125,0.4,0.005,295.0,0.15
756,9.5,,,230.0,,,,HRC,,0.07500000000000001,5.0,0.5,0.55,0.2,0.005,0.005,0.45,,275.0,
757,9.5,,,230.0,,,,HRC,,0.07500000000000001,5.0,0.5,0.55,0.2,0.005,0.005,0.45,,275.0,
758,9.5,,,230.0,,,,HRC,,0.07500000000000001,5.0,0.5,0.55,0.2,0.005,0.005,0.45,,275.0,
759,9.5,,,230.0,,,,HRC,,0.07500000000000001,5.0,0.5,0.55,0.2,0.005,0.005,0.45,,275.0,
760,9.5,5.0,0.1,230.0,,,,HRC,,0.025,5.0,0.5,0.55,0.2,0.015,0.015,0.45,,275.0,
761,9.5,5.0,0.1,230.0,,,,HRC,,0.025,5.0,0.5,0.55,0.2,0.015,0.015,0.45,,275.0,
762,9.5,,,230.0,,,,HRC,,0.025,5.0,0.5,0.55,0.2,0.015,0.015,0.45,,275.0,
763,9.5,,,230.0,,,,HRC,,0.025,5.0,0.5,0.55,0.2,0.015,0.015,0.45,,275.0,
764,9.5,,,230.0,,,,HRC,,0.025,5.0,0.5,0.55,0.2,0.015,0.015,0.45,,275.0,
765,9.5,,,230.0,,,,HRC,,0.025,5.0,0.5,0.55,0.2,0.015,0.015,0.45,,275.0,
766,9.5,,,230.0,,,,HRC,,0.025,5.0,0.5,0.55,0.2,0.015,0.015,0.45,,275.0,
767,9.5,,,230.0,,,,HRC,,0.025,5.0,0.5,0.55,0.2,0.015,0.015,0.45,,275.0,
768,9.5,,,230.0,,,,HRC,0.075,0.07500000000000001,9.0,0.7,1.05,0.2,0.0125,0.0125,0.3,0.005,295.0,0.15
769,9.5,,,230.0,,,,HRC,0.075,0.07500000000000001,9.0,0.7,1.05,0.2,0.0125,0.0125,0.3,0.005,295.0,0.15
770,9.5,,,230.0,,,,HRC,0.075,0.07500000000000001,9.0,0.7,1.05,0.2,0.0125,0.0125,0.3,0.005,295.0,0.15
771,9.5,,,230.0,,,,HRC,0.075,0.07500000000000001,9.0,0.7,1.05,0.2,0.0125,0.0125,0.3,0.005,295.0,0.15
772,9.5,,,230.0,,,,HRC,0.075,0.07500000000000001,9.0,0.7,1.05,0.2,0.0125,0.0125,0.3,0.005,295.0,0.15
773,9.5,,,230.0,,,,HRC,0.075,0.07500000000000001,9.0,0.7,1.05,0.2,0.0125,0.0125,0.3,0.005,295.0,0.15
774,9.5,,,230.0,,,,HRC,0.075,0.07500000000000001,9.0,0.7,1.05,0.2,0.0125,0.0125,0.3,0.005,295.0,0.15
775,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,
776,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,
777,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125
778,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125
779,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125
780,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125
781,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125
782,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125
783,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125
784,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125
785,8.5,,,265.0,,,,HRC,,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125
786,8.5,,,265.0,,,,HRC,,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125
787,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125
788,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125
789,8.5,5.0,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125
790,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,
791,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,
792,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,
793,9.5,5.0,0.1,230.0,,,,HRC,,0.07500000000000001,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,
794,23.5,5.0,0.075,600.0,,,,HRC,0.2,0.1,9.25,0.5,1.05,0.35,0.0075,0.005,0.25,0.065,760.0,0.05
795,23.5,,,600.0,,,,HRC,0.2,0.1,9.25,0.5,1.05,0.35,0.0075,0.005,0.25,0.065,760.0,0.05
796,23.5,,,600.0,,,,HRC,0.2,0.1,9.25,0.5,1.05,0.35,0.0075,0.005,0.25,0.065,760.0,0.05
797,8.5,,0.075,265.0,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,310.0,0.125
798,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125
799,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125
800,,,,,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,,0.125
801,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125
802,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125
803,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125
804,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125
805,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125
806,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125
807,,,,,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,,0.125
808,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125
809,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125
810,,,,,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,,0.125
811,,,,,,,,HRC,0.225,0.105,9.25,0.6,1.025,0.4,0.005,0.005,0.15,0.06000000000000001,,0.125
812,8.5,,,265.0,,,,HRC,0.225,0.1,9.25,0.8,1.025,0.6000000000000001,0.005,0.005,0.15,0.065,310.0,0.125
813,8.5,,0.075,265.0,,,,HRC,0.225,0.115,9.0,0.6,0.5,0.5,0.01,0.0075,0.3,0.05,310.0,0.125
814,8.5,,0.075,265.0,,,,HRC,0.225,0.115,9.0,0.6,0.5,0.5,0.01,0.0075,0.3,0.05,310.0,0.125
815,9.5,5.0,0.1,230.0,,,,HRC,,0.025,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,
816,9.5,,,230.0,,,,HRC,,0.025,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,
817,9.5,,,230.0,,,,HRC,,0.025,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,
818,9.5,,,230.0,,,,HRC,,0.025,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,
819,9.5,,,230.0,,,,HRC,,0.025,9.25,0.5,1.025,0.2,0.015,0.015,0.45,,275.0,
820,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15
821,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15
822,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15
823,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15
824,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15
825,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15
826,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15
827,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15
828,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15
829,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15
830,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15
831,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15
832,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15
833,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15
834,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15
835,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15
836,11.0,5.0,0.2,195.0,,,,HRC,0.015,0.05,0.1,0.65,0.525,0.15,0.015,0.0125,0.4,0.005,255.0,0.15
837,9.5,5.0,0.1,230.0,,,,HRC,,0.06,,1.4,0.525,0.45,0.015,0.015,0.4,,275.0,
838,9.5,,,230.0,,,,HRC,,0.06,,1.4,0.525,0.45,0.015,0.015,0.4,,275.0,
839,9.5,,,230.0,,,,HRC,,0.06,,1.4,0.525,0.45,0.015,0.015,0.4,,275.0,
840,9.5,,,230.0,,,,HRC,,0.06,,1.4,0.525,0.45,0.015,0.015,0.4,,275.0,
841,11.0,,,195.0,,,,HRC,,0.06,,0.45,0.525,,,,0.3,,245.0,
842,11.0,,,195.0,,,,HRC,,0.06,,0.45,0.525,,,,0.3,,245.0,
843,11.0,,,195.0,,,,HRC,,0.06,,0.45,0.525,,,,0.3,,245.0,
844,11.0,,,195.0,,,,HRC,,0.06,,0.45,0.525,,,,0.3,,245.0,
845,11.0,,,195.0,,,,HRC,,0.06,,0.45,0.525,,,,0.3,,245.0,
846,11.0,,,195.0,,,,HRC,,0.06,,0.45,0.525,,,,0.3,,245.0,
847,8.5,5.0,,265.0,,,,HRC,,0.06,,1.375,0.35,0.45,0.015,0.015,0.4,,310.0,
848,8.5,,,265.0,,,,HRC,,0.06,,1.375,0.35,0.45,0.015,0.015,0.4,,310.0,
849,8.5,,,265.0,,,,HRC,,0.06,,1.375,0.35,0.45,0.015,0.015,0.4,,310.0,
850,8.5,,,265.0,,,,HRC,,0.06,,1.375,0.35,0.45,0.015,0.015,0.4,,310.0,
851,8.5,,,265.0,,,,HRC,,0.06,,1.375,0.35,0.45,0.015,0.015,0.4,,310.0,
852,11.0,,0.15,195.0,,,,HRC,,0.06,,0.45,0.525,,0.015,0.015,0.4,,245.0,
853,,,,,,,,HRC,,0.015,20.75,1.75,0.25,10.0,0.015,0.01,0.25,,,
854,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,,0.375
855,17.5,,,,520.0,,,HRC,,0.015,20.75,1.75,0.375,10.0,0.015,0.015,0.475,,,0.375
856,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375
857,15.0,,,,520.0,,,HRC,,0.015,24.0,1.75,0.375,13.0,0.015,0.015,0.475,,,0.375
858,15.0,,,,490.0,,,HRC,,0.015,19.0,13.0,2.5,12.5,0.015,0.015,0.475,,,0.375
859,15.0,,,,490.0,,,HRC,,0.015,19.0,13.0,2.5,12.5,0.015,0.015,0.475,,,0.375
860,15.0,,,,520.0,,,HRC,,0.04,20.25,1.75,0.375,10.0,0.015,0.015,0.475,0.5,760.0,0.375
861,10.0,,,,520.0,,,HRC,,0.06,12.5,0.3,0.375,0.3,0.015,0.015,0.25,,,0.375
862,61.0,,,699.5,,,,HRC,0.015,0.035,0.075,1.15,0.075,0.075,0.0125,0.0175,0.55,,739.5,0.25
863,59.5,,,734.5,,,,HRC,,0.095,1.35,0.55,0.525,0.1,0.0125,0.0125,0.55,,774.5,0.175
864,8.5,,,270.0,,,,HRC,,0.095,2.5,0.55,1.05,0.1,0.0125,0.0125,0.55,,310.0,0.175
865,,,,,,,,HRC,,1.05,28.5,,,1.5,,,1.1,,,
866,,,,,,,,HRC,,,,,,,,,,,,
867,,,,,,,,HRC,,,,,,,,,,,,
868,,,,,,,,HRC,,,,,,,,,,,,
869,,,,,,,,HRC,,,,,,,,,,,,
870,,,,,,,,HRC,,,,,,,,,,,,
871,,,,,,,,HRC,,,,,,,,,,,,
872,,,,,,,,HRC,,,,,,,,,,,,
873,,,,,,,,HRC,,,,,,,,,,,,
874,,,,,,,,HRC,,,,,,,,,,,,
875,,,,,,,,HRC,,,,,,,,,,,,
876,,,,,,,,HRC,,,,,,,,,,,,
877,,,,,,,,HRC,,,,,,,,,,,,
878,,,,,,,,HRC,,,,,,,,,,,,
879,,,,,,,,HRC,,,,,,,,,,,,
880,,,,,,,,HRC,,,,,,,,,,,,
881,,,,,,,,HRC,,,,,,,,,,,,
882,,,,,,,,HRC,,0.015,20.75,1.75,0.25,10.0,0.015,0.01,0.25,,,
883,,,,,,,,HRC,,0.015,19.0,1.75,2.5,12.5,0.015,0.01,0.25,,,0.125
884,,,,,,,,HRC,,0.015,19.0,1.75,2.5,12.5,0.015,0.01,0.25,,,0.125
885,,,,,,,,HRC,,0.05,,0.425,,,0.015,0.015,0.035,,,0.175
886,,,,,,,,HRC,,0.05,,0.425,,,0.015,0.015,0.035,,,0.175
887,,,,,,,,HRC,,0.05,,0.425,,,0.015,0.015,0.035,,,0.175
888,,,,,,,,HRC,,0.05,,0.425,,,0.015,0.015,0.035,,,0.175
889,,,,,,,,HRC,,0.05,,0.425,,,0.015,0.015,0.035,,,0.175
890,,,,,,,,HRC,,0.1,,1.025,,,0.015,0.015,0.225,,,0.175
891,,,,,,,,HRC,,0.1,,1.025,,,0.015,0.015,0.225,,,0.175
892,,,,,,,,HRC,,0.1,,1.025,,,0.015,0.015,0.225,,,0.175
893,,,,,,,,HRC,,0.1,,1.025,,,0.015,0.015,0.225,,,0.175
894,,,,,,,,HRC,,0.1,,1.025,,,0.015,0.015,0.225,,,0.175
895,,,,,,,,HRC,,0.1,,1.025,,,0.015,0.015,0.225,,,0.175
896,,,,,,,,HRC,,0.1,,1.025,,,0.015,0.015,0.225,,,0.175
897,,,,,,,,HRC,,0.15000000000000002,,1.95,,,0.015,0.015,0.05,,,0.175
898,,,,,,,,HRC,,0.15000000000000002,,1.95,,,0.015,0.015,0.05,,,0.175
899,,,,,,,,HRC,,0.15000000000000002,,1.95,,,0.015,0.015,0.05,,,0.175
900,,,,,,,,HRC,,0.15000000000000002,,1.95,,,0.015,0.015,0.05,,,0.175
901,,,,,,,,HRC,,0.15000000000000002,,1.95,,,0.015,0.015,0.05,,,0.175
902,,,,,,,,HRC,,0.11,,1.5,,,0.0125,0.0125,0.15,,,0.175
903,,,,,,,,HRC,,0.11,,1.5,,,0.0125,0.0125,0.15,,,0.175
904,,,,,,,,HRC,,0.11,,1.5,,,0.0125,0.0125,0.15,,,0.175
905,,,,,,,,HRC,,0.11,,1.5,,,0.0125,0.0125,0.15,,,0.175
906,,,,,,,,HRC,,0.11,,1.15,0.55,,0.0125,0.0125,0.1,,,0.175
907,,,,,,,,HRC,,0.11,,1.15,0.55,,0.0125,0.0125,0.1,,,0.175
908,,,,,,,,HRC,,0.105,0.075,1.625,0.075,0.075,0.0125,0.175,0.975,,,0.075
909,,,,,,,,HRC,,0.06,,1.0,,2.5,0.01,0.01,0.175,,,0.175
910,,,,,,,,HRC,,0.1,,1.4,0.525,,0.0125,0.0125,0.15000000000000002,,,0.1
911,,,,,,,,HRC,,0.11,1.375,0.725,0.55,,0.0125,0.0125,0.175,,,0.1
912,,,,,,,,HRC,,0.11,1.375,0.725,0.55,,0.0125,0.0125,0.175,,,0.1
913,,,,,,,,HRC,,0.11,1.375,0.725,0.55,,0.0125,0.0125,0.175,,,0.1
914,,,,,,,,HRC,,0.11,1.375,0.725,0.55,,0.004,0.004,0.175,,,0.075
915,,,,,,,,HRC,,0.1,2.625,0.6000000000000001,1.0,,0.0125,0.0125,0.175,,,0.175
916,,,,,,,,HRC,,0.1,2.625,0.6000000000000001,1.0,,0.0125,0.0125,0.175,,,0.175
917,,,,,,,,HRC,,0.14,,1.95,0.525,0.9,0.0125,0.0125,0.15,,,0.175
918,,,,,,,,HRC,,0.14,,1.95,0.525,0.9,0.0125,0.0125,0.15,,,0.175
919,,,,,,,,HRC,,0.05,5.5,0.5249999999999999,0.575,0.9,0.0125,0.0125,0.275,,,0.175
